millis,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,gesture
6337,-2,3,9,-2,3,-3,11,-18,1
6388,8,5,8,-9,22,-25,41,24,1
6438,3,0,6,-10,-1,-57,28,-12,1
6489,-2,-5,-10,-1,-1,36,2,-10,1
6539,-3,0,-3,-3,-27,-10,-19,-20,1
6590,-2,5,17,20,28,-15,-16,24,1
6641,13,5,10,3,8,18,-21,-7,1
6691,1,-3,-2,-5,-16,3,-24,17,1
6742,-5,-4,-8,-20,-8,1,19,-5,1
6794,-4,-3,-2,5,-8,-1,-1,3,1
6845,-4,-2,-8,-7,-4,15,6,2,1
6896,8,-6,-7,-3,3,-7,9,-21,1
6946,-18,0,0,-4,-19,-7,1,0,1
6997,4,-1,-4,-6,1,-5,-4,-8,0
7047,-2,-4,-5,16,1,-1,1,0,0
7098,-8,-6,-7,6,6,1,-6,-4,0
7149,1,0,-2,-2,-14,-3,-1,-5,0
7201,-5,-1,-3,12,11,-3,-5,-4,0
7251,0,-1,-4,-25,-9,1,-1,-1,0
7302,-4,1,-1,4,3,-1,-3,-1,0
7352,2,1,4,2,6,1,0,2,0
7403,2,-3,-5,-9,-3,-3,-1,-3,0
7453,0,-1,-1,-12,-1,0,0,0,0
7504,-2,-1,-1,-6,-3,-1,-3,-3,0
7554,4,-2,-2,-1,1,-8,-6,2,0
7605,-3,-2,-4,11,10,-8,-8,-2,0
7656,3,-2,-6,2,-2,14,-5,-9,0
7707,-3,-4,-1,1,4,19,27,2,0
7758,-7,-8,-25,-13,-6,-5,-18,-21,0
7808,-2,-2,3,11,1,14,13,1,0
7859,0,2,2,10,1,-30,5,0,0
7909,-15,-4,2,7,-1,-23,-13,2,0
7959,4,5,15,-18,-24,-72,-20,-33,0
8009,-3,2,16,34,8,-69,-5,-37,0
8060,4,0,-9,-8,11,43,-29,21,0
8112,-1,-2,5,10,-47,-6,16,-43,0
8163,4,6,4,-4,-11,15,-16,-33,1
8214,14,-6,-29,-30,-42,-43,44,-15,1
8264,-8,-10,-23,1,-13,41,-62,-1,1
