0,0,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,2,2,0
206,3,3,3,3,4,4,5,5,0
258,5,5,5,5,7,8,9,10,0
315,12,12,12,12,12,12,18,18,0
366,19,19,19,22,22,22,29,31,0
418,33,33,33,33,40,41,41,42,0
469,44,44,45,51,54,57,61,69,0
521,70,70,70,72,72,73,75,77,2
575,77,77,77,85,85,85,91,93,2
627,93,93,93,99,105,105,107,106,2
677,107,107,107,108,111,111,117,118,2
732,118,118,118,126,135,134,134,134,2
784,133,132,132,134,134,134,134,129,2
836,129,128,128,128,127,129,135,131,2
888,130,129,129,129,131,125,124,124,2
940,123,121,121,121,121,120,118,116,2
1021,110,110,110,114,113,113,117,117,2
1087,115,115,115,115,111,111,111,106,2
1140,104,104,104,105,101,95,99,99,2
1193,99,97,97,98,98,95,94,88,2
1247,85,85,85,85,77,68,68,68,2
1299,68,68,68,68,67,67,67,67,2
1353,66,66,66,66,65,64,62,56,0
1405,53,53,53,53,53,50,50,50,0
1457,50,50,50,50,50,44,43,43,0
1516,42,41,41,41,38,38,38,33,0
1568,31,31,31,31,31,28,28,28,0
1620,29,29,29,29,27,25,25,22,0
1679,20,20,20,20,20,19,19,19,0
1738,19,19,19,19,25,25,25,25,0
1790,25,25,25,25,26,26,26,26,0
1850,26,26,26,26,26,27,28,28,0
1910,28,28,28,31,33,33,34,34,0
1969,34,34,34,34,34,34,40,40,0
2021,40,40,41,43,46,46,53,54,0
2080,56,56,56,57,59,59,59,59,0
2132,60,59,59,60,62,62,65,68,2
2192,68,68,68,71,71,71,71,73,2
2244,73,73,73,77,79,76,83,83,2
2298,83,83,84,88,88,86,88,88,2
2352,88,88,88,88,91,93,93,93,2
2417,93,93,93,99,99,98,99,100,2
2471,100,100,100,103,103,103,104,100,2
2525,100,100,100,101,105,104,106,99,2
2578,98,97,97,97,100,100,102,102,2
2639,102,101,101,101,100,98,103,103,2
2692,101,101,102,104,101,101,104,107,2
2753,105,105,105,106,105,103,100,98,2
2806,97,97,97,96,93,93,97,96,2
2867,96,96,97,97,98,95,98,98,2
2922,98,98,98,98,92,88,88,87,2
2982,84,84,84,84,81,81,81,80,2
3036,78,78,78,78,76,69,68,66,0
3095,66,66,66,66,65,61,60,57,0
3156,57,57,57,57,57,57,57,54,0
3214,51,51,51,50,48,48,47,44,0
3266,41,41,41,41,40,38,38,38,0
3317,33,33,33,33,33,33,33,29,0
3373,28,28,28,29,30,29,29,24,0
3430,22,22,22,22,21,21,21,20,0
3481,20,20,20,20,22,22,23,23,0
3537,23,23,23,23,23,23,23,23,0
3592,23,23,23,23,23,23,23,23,0
3644,23,23,23,23,23,23,23,23,0
3695,22,22,22,22,22,22,26,26,0
3746,26,26,26,26,27,27,27,27,0
3797,27,27,27,28,31,31,31,32,0
3848,32,32,32,32,33,33,38,38,0
3901,38,38,38,39,40,41,43,43,0
3966,43,43,45,54,54,54,55,56,0
4018,58,58,58,64,64,67,67,71,2
4073,71,71,72,76,83,84,87,87,2
4129,88,88,88,89,89,89,93,93,2
4181,93,93,93,97,99,103,105,101,2
4237,103,103,103,105,106,106,107,107,2
4292,107,107,107,110,109,106,106,106,2
4345,105,105,105,105,105,102,103,98,2
4397,98,98,98,101,101,101,101,99,2
4453,100,100,100,100,92,92,92,92,2
4505,92,91,91,91,85,85,84,88,2
4558,85,85,85,85,83,76,76,75,2
4613,75,74,74,74,73,73,72,69,2
4668,69,69,69,69,66,64,62,61,2
4722,61,59,59,59,59,59,67,69,2
4774,68,68,68,68,65,65,68,68,2
4829,68,68,68,68,68,67,67,66,2
4881,66,66,66,68,66,65,65,64,2
4933,64,63,63,63,62,62,62,62,2
4985,61,59,59,59,59,59,59,57,2
5038,53,53,53,53,53,52,52,51,0
5089,49,49,49,49,48,48,47,47,0
5142,47,47,47,47,47,46,46,45,0
5196,44,44,44,44,44,41,39,31,0
5248,26,26,26,26,25,25,25,22,0
5300,22,22,22,22,22,22,22,21,0
5352,21,21,21,21,19,17,17,16,0
5407,16,16,16,16,16,16,16,16,0
5463,16,16,16,18,18,18,18,18,0
5515,18,18,18,18,18,18,18,18,0
5570,18,18,18,18,18,18,18,18,0
5622,18,18,18,19,19,19,20,20,0
5676,20,20,20,20,20,20,20,20,0
5730,20,20,20,20,21,21,21,21,0
5781,21,21,21,21,21,21,21,21,0
5833,21,21,21,27,27,28,29,29,0
5884,29,29,29,29,31,31,32,33,0
5936,33,33,33,33,32,32,34,36,0
5986,37,37,37,39,39,39,44,44,0
6041,48,48,48,50,52,54,57,63,2
6096,63,63,63,65,69,69,69,68,2
6150,68,68,69,70,73,75,76,76,2
6204,76,76,76,77,80,79,81,81,2
6260,81,81,81,89,90,90,93,94,2
6312,94,94,94,97,94,96,96,96,2
6365,96,96,96,96,97,97,98,100,2
6421,101,101,101,103,103,103,108,108,2
6473,106,105,105,107,107,108,110,108,2
6526,108,104,104,104,103,101,101,99,2
6581,94,94,94,96,95,90,90,94,2
6633,94,94,94,96,102,100,98,99,2
6690,99,99,99,99,99,98,99,100,2
6746,100,100,100,101,93,93,94,91,2
6798,91,91,91,91,90,87,85,85,2
6850,84,84,84,85,85,84,84,84,2
6903,81,79,79,79,77,77,76,71,2
6955,69,69,69,69,67,64,63,60,2
7008,58,58,58,57,56,55,55,51,2
7063,51,51,51,50,47,47,47,47,0
7119,43,43,43,43,40,33,31,31,0
