millis,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,gesture
8349,-1,0,-1,5,36,6,-2,0,0
8406,-1,-1,-2,-5,-9,-3,4,1,0
8464,-7,-2,0,2,-8,-24,-20,-12,0
8536,0,-1,1,-3,-6,-3,4,3,0
8606,0,0,2,-1,-10,-11,-2,-4,0
8679,-3,-6,-6,-4,13,-54,-48,-60,0
8740,1,-3,-9,-8,-23,-36,-42,6,0
8802,0,3,20,16,39,-1,-67,-32,0
8863,1,0,-9,-15,-24,28,19,-1,1
8921,-7,-4,-3,8,-3,2,21,-8,1
8983,-7,-2,3,25,-4,24,-30,-21,1
9043,7,4,4,8,27,-4,9,33,1
9103,-14,-4,-1,-4,-36,-32,-16,-26,1
9165,-3,-2,0,-7,2,22,-5,16,1
9228,6,5,5,1,19,-18,47,26,1
9289,4,2,1,-11,-13,10,22,39,1
9349,-13,-3,2,3,15,-1,-1,-15,1
9407,3,5,8,5,7,-7,-18,48,1
9464,-3,0,-5,4,-3,10,7,-15,1
9522,-7,-3,2,2,5,17,84,-48,1
9582,-13,-5,3,24,7,-8,-38,-11,1
9639,1,3,3,1,6,11,-13,0,1
9699,4,0,-3,-9,-24,-24,-48,-3,1
9759,-9,4,3,-3,-7,2,7,-9,1
9819,1,7,9,10,-7,26,-36,-32,1
9878,-7,-5,-2,45,80,9,84,20,1
9933,-5,-2,-13,11,12,0,-26,-12,1
9992,0,2,-1,2,18,2,-9,-3,1
10052,0,-1,-1,-12,-16,1,1,-2,0
10112,-2,2,-1,1,5,2,0,-2,0
10171,0,0,-2,-3,-5,-1,0,0,0
10229,-1,-1,1,0,2,1,-1,0,0
10288,0,1,0,-1,0,-3,1,0,0
10344,0,-3,-2,0,0,-2,0,-2,0
10401,0,-1,-1,-1,-3,-2,0,2,0
10457,-1,-1,-2,0,-2,-2,-2,0,0
10517,-1,-1,-1,-2,0,0,0,0,0
10576,-2,1,-1,0,-1,0,-2,-1,0
10635,-1,0,-1,-1,2,0,-4,-2,0
10697,-1,0,-3,0,-1,-3,-1,0,0
10758,-2,-2,-1,-2,-6,-2,-1,0,0
10819,-2,0,-2,0,-1,0,0,0,0
10881,0,-1,-1,-2,-2,-3,-1,-2,0
10942,-2,0,-3,-2,-3,-3,-2,-1,0
