millis,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,gesture
8194,-1,-6,-14,-10,-5,-15,-35,17,1
8255,-20,-6,1,0,9,15,29,-8,1
8319,2,-2,3,-1,5,-21,-13,-22,1
8401,-4,-5,-27,-44,-26,17,8,-8,1
8464,-38,-4,4,15,33,6,-14,-48,1
8527,3,-4,1,12,28,8,20,8,1
8594,2,-2,-1,5,15,15,0,1,1
8649,-2,-2,-1,-3,3,1,-1,-3,1
8709,0,-1,2,2,-15,-17,-5,-7,0
8771,0,-2,-3,-4,-15,-6,2,-1,0
8848,0,-1,-2,2,3,-5,-1,0,0
8925,1,0,0,-2,-11,0,-9,-1,0
8979,-3,-1,-1,2,29,13,6,-1,0
9032,-2,-2,0,5,-23,-19,9,-1,0
9085,1,1,-4,-14,-35,-5,-17,2,0
9139,-6,-4,-1,-13,-15,-3,-7,-3,0
9194,-1,-2,-3,8,9,5,18,-1,0
9248,3,1,2,-7,5,4,3,2,0
9300,-6,-6,-18,-9,-16,-44,-47,-19,0
9353,0,0,0,1,-12,16,5,4,0
9405,-6,-1,6,0,-4,8,30,-30,0
9458,3,4,11,-7,-4,-2,8,10,0
9511,-18,-21,-67,-24,-12,55,-20,-98,0
9564,-2,-3,10,35,20,-41,-9,-9,1
9617,14,13,40,26,-21,-18,27,42,1
9669,-8,-3,6,-4,12,27,59,31,1
9722,17,7,16,14,31,-59,-15,37,1
9778,32,2,-4,-13,15,8,-27,27,1
9830,-6,-1,7,6,1,14,-11,5,1
9882,4,0,-4,-2,13,19,-1,21,1
9937,-19,-5,-4,-6,10,-5,-12,-30,1
9990,-3,-1,2,11,-6,9,-3,-16,1
10044,-2,2,10,-1,-11,1,20,17,1
10102,-2,3,8,-27,10,51,-63,-11,1
10154,-5,5,4,2,-13,10,29,29,1
10210,-13,3,26,33,1,-75,-18,-10,1
10271,5,0,-2,-1,2,-29,98,25,1
10324,21,0,-4,1,12,-4,14,82,1
10381,-19,-5,-25,-39,10,33,-41,-78,1
10434,-3,-3,-3,-1,4,18,20,41,1
10491,7,1,-1,-2,3,14,23,13,1
10552,7,-1,-3,2,-1,-12,16,15,1
10620,-1,-3,-3,-6,-15,14,-2,-11,1
10685,-8,-2,3,5,-6,1,-4,4,1
10753,16,11,3,30,-51,-6,29,-67,1
10822,17,7,-4,-18,2,6,16,-1,1
10889,3,3,3,9,-8,-1,-6,6,1
10976,-1,-3,-4,-3,8,1,2,0,0
11046,-1,-1,0,-4,-11,1,0,-2,0
11098,-1,-1,-1,-4,-4,2,-2,-1,0
11152,-1,-1,2,0,-11,3,-8,-1,0
11209,-2,0,0,3,20,0,-3,-1,0
11271,0,-1,-1,-1,-4,0,4,-1,0
11332,0,-2,-1,-3,-6,0,-3,-2,0
11397,-2,-2,0,-1,2,-1,-1,-2,0
11456,-1,-1,0,-1,2,-2,-5,-7,0
11518,0,-1,-1,-1,-2,-3,-1,1,0
11575,-2,-4,-3,1,-4,1,-4,2,0
11634,0,-3,-2,-2,-3,-1,-2,-2,0
11694,0,0,1,2,1,-1,1,1,0
11754,1,-1,0,0,-1,-2,-8,-3,0
11815,-1,0,-2,-1,-5,-3,2,-2,0
11876,-2,-2,-1,-2,-3,-2,-1,-2,0
11937,0,-2,-2,-2,-2,-1,-1,-2,0
11998,-1,-2,-1,-2,-1,0,-7,-2,0
12058,-1,-1,0,0,-8,1,2,-1,0
12118,-2,-3,1,-1,-2,-1,-3,-3,0
12178,-1,-2,-2,-1,1,-2,3,0,0
