millis,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,gesture
8198,0,-1,1,1,-6,-1,1,2,0
8264,0,-3,-4,0,3,-2,0,0,0
8328,1,0,-2,-1,1,-2,-1,0,0
8394,-2,0,0,-1,-2,1,0,-1,0
8461,-1,1,0,-1,-1,4,1,-1,0
8528,-1,-1,-1,-1,1,0,-7,-3,0
8588,0,-1,-2,-1,-1,-4,-1,-4,0
8646,-1,-1,-2,3,6,0,-3,1,0
8706,-1,0,-1,4,5,1,-2,-2,0
8777,-2,-1,1,10,15,3,0,-4,0
8846,0,1,0,-1,-1,1,3,-7,0
8914,-2,0,-2,0,-9,-1,-1,-2,0
8987,-2,-1,0,1,-5,0,0,0,0
9045,-5,-2,-1,0,9,-1,-11,-12,0
9100,0,-2,1,9,-2,-1,-1,0,0
9156,-2,-4,-4,-13,-9,-7,-30,6,0
9217,2,-2,-6,-17,-32,3,78,-7,0
9279,-9,-2,-3,-2,-20,-9,15,-3,0
9340,8,-1,1,39,86,8,20,-10,0
9401,-62,-2,2,23,-41,-22,-10,-37,2
9462,-16,0,-3,-51,-22,-10,-62,-62,2
9524,9,-2,-6,-4,-27,-5,-7,-19,2
9583,0,0,-1,-5,-27,3,-4,42,2
9643,-2,-1,-1,4,-45,0,2,-3,2
9703,2,-1,0,-7,2,0,-14,-14,2
9767,-13,1,3,-21,18,6,-18,-16,2
9827,12,0,0,11,-1,4,43,52,2
9888,-10,-1,-2,-3,-25,4,4,-9,2
9951,-4,-2,-4,-22,-4,-10,-52,20,2
10012,-5,-1,-1,3,-16,4,59,-50,2
10075,-5,-4,-5,-10,-22,-4,67,-3,2
10137,-5,-2,0,26,6,-2,-10,-1,2
10200,-3,-1,-1,-8,25,6,5,8,2
10262,-4,-3,-15,-2,0,8,1,-3,2
10321,-3,-4,-11,-9,1,1,1,1,0
10384,-1,-2,-3,-4,0,-2,-1,-1,0
10441,-1,-1,-2,-1,-3,-4,0,0,0
10500,-1,-1,-1,-1,1,1,-2,-2,0
10560,0,-2,-2,-2,-4,2,-1,-1,0
10620,0,-1,0,-2,-2,-3,0,-2,0
10681,-1,-2,-2,-2,-3,-2,0,-1,0
10742,0,-1,-1,-2,-3,-1,-1,0,0
10803,-1,-2,2,-2,1,-1,-3,0,0
10863,-1,-1,0,0,2,1,-2,-1,0
10921,-2,-2,-1,-1,0,0,0,-2,0
10980,-1,-1,-1,-1,-1,0,-2,0,0
11040,-1,-1,0,-2,-1,0,0,0,0
11100,1,-1,-1,-1,2,0,-1,0,0
11159,-1,-1,-1,1,-1,-1,-2,-1,0
11238,-2,1,2,2,3,2,0,-1,0
11299,0,-3,-2,-1,0,-2,-9,-3,0
11359,-1,-3,-2,0,0,0,-1,-1,0
