millis,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,gesture
9778,1,0,-1,-1,-4,1,-3,0,0
9830,0,0,-2,-2,6,-1,-11,1,0
9881,-3,-1,-1,4,8,-1,9,-1,0
9936,-1,0,1,10,-1,-1,7,-1,0
9988,-1,-2,-1,-5,0,0,15,8,0
10039,1,2,0,0,3,0,-4,-2,0
10092,0,0,0,11,20,-1,1,0,0
10145,-1,-3,-2,-8,-2,-4,2,-4,0
10199,0,3,4,7,10,4,-3,0,0
10253,-2,-2,0,-3,0,-1,2,-1,0
10307,-2,-2,-2,2,-4,-1,2,0,0
10360,-2,-2,-4,-4,-6,-2,-4,-2,0
10412,-1,-2,1,14,10,2,-2,0,0
10467,1,0,-1,-6,-7,0,-1,1,0
10518,-2,-2,0,-7,-1,-1,0,0,0
10569,0,0,-2,-4,-4,-2,1,-2,0
10625,0,-3,-3,-5,6,0,2,-1,0
10679,-1,-2,0,-2,-2,-3,-2,-2,0
10730,0,1,-1,-1,1,-1,-1,-1,0
10782,-3,-1,-1,-3,-8,2,-1,0,0
10833,1,0,2,21,11,-1,2,-1,0
10888,-1,0,-3,-13,-8,-3,-2,-1,0
10939,0,-1,-2,-4,9,-2,-4,-1,0
10990,-2,-3,-1,-6,-8,-3,2,-1,0
11041,-3,-1,-4,-11,-16,-1,-1,-1,0
11093,0,-2,0,-2,-5,-3,0,-3,0
11145,-1,-1,-2,0,-10,-1,0,-1,0
11199,-1,-1,0,2,4,0,-1,-2,0
11254,0,1,2,23,-2,-1,0,1,0
11306,-1,-2,-4,-7,6,-2,-3,-1,0
11357,-1,1,-2,-6,8,-1,3,7,0
