millis,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,gesture
8005,-2,-2,-2,1,-3,9,3,-11,0
8065,0,1,1,2,-2,-19,-5,-1,0
8128,-4,-1,-3,-6,-2,11,-8,-11,0
8189,-2,-1,-1,-1,12,-9,-8,-12,0
8252,1,0,-1,-5,-12,-10,-23,-8,0
8314,-24,-2,-1,0,2,2,27,-10,0
8374,7,2,1,8,16,-3,-12,-18,0
8438,-22,1,0,-1,-8,7,24,-45,0
8499,11,2,1,6,7,15,59,48,0
8566,-21,3,-7,-7,-23,0,4,25,0
8630,-50,-22,-10,-15,-38,-36,-12,-49,0
8691,41,49,-4,-9,-17,19,113,56,3
8752,-102,6,13,5,-17,-16,-43,-8,3
8815,-57,20,-1,1,-1,11,100,48,3
8878,-108,-15,7,2,-7,10,64,64,3
8942,90,-2,-2,8,13,0,-7,-31,3
9001,53,-4,-8,-6,7,1,-5,-46,3
9063,26,2,-3,-8,-7,4,14,-17,3
9126,101,18,1,-1,-12,-1,23,37,3
9194,-117,7,-2,9,43,10,49,5,3
9261,-25,3,3,-1,-13,-3,19,-2,3
9315,49,-9,1,5,-5,-16,-4,-15,3
9373,-29,29,-5,-7,-24,-19,-10,-81,3
9435,103,15,4,13,9,18,-14,41,3
9507,-94,-24,-2,-2,3,17,-61,-11,3
9579,22,-27,-7,-10,-5,0,16,28,3
9653,79,-1,0,7,-18,-17,-74,-62,3
9728,-65,1,0,-2,3,15,-9,-7,3
9797,26,-14,-6,-8,-32,-10,-33,-32,3
9863,-37,-11,-2,-6,-17,1,-11,6,3
9921,-17,-4,-4,2,28,9,-4,-21,3
9981,-12,3,3,-2,9,1,5,-8,3
10041,-6,2,9,-16,-18,-1,0,-4,0
10099,-2,-3,0,-11,-25,-9,-3,-1,0
10162,-2,-1,-1,-1,-1,-3,0,-1,0
10225,-1,-2,-1,-2,-6,-12,-4,-1,0
10286,0,1,1,8,27,18,2,1,0
10344,0,0,-1,9,11,0,0,-2,0
10403,-2,0,-2,-7,-6,4,1,0,0
10483,1,-2,-3,-5,-5,-2,-2,-1,0
10560,-2,-3,-1,-5,-7,1,6,0,0
10617,-1,-2,1,-1,4,6,-2,0,0
10674,-2,-4,-5,-12,-15,-5,-1,-2,0
10732,-1,0,-1,-1,13,0,-8,-1,0
10807,-1,-1,1,2,11,4,12,-3,0
10884,-1,1,-1,-4,-2,-2,-2,1,0
10944,-10,-1,0,0,2,9,32,41,0
11004,1,0,0,-1,-2,-3,-38,-30,0
11065,-4,-1,0,5,19,7,9,-16,0
11130,12,0,-6,-7,-4,-2,-17,-51,0
11203,-78,-31,-1,5,10,21,2,-20,0
11266,77,-6,-7,-7,1,-7,-47,-10,0
11321,-126,34,1,-19,-2,23,101,43,3
11378,25,12,-4,-14,-55,-25,-15,25,3
11438,-128,7,6,5,-18,4,39,-10,3
11517,78,25,6,1,-29,-49,-128,-76,3
11592,-104,-11,4,4,3,29,69,71,3
11671,102,-48,1,9,10,3,41,52,3
11731,-31,0,0,0,7,6,-7,-3,3
11791,-21,-9,5,10,40,14,2,0,3
11849,-55,45,2,0,18,-2,-74,-47,3
11907,40,12,-1,0,2,-23,25,18,3
11968,-105,5,-1,0,-13,5,-14,-20,3
12028,-7,-15,-3,-7,-41,-17,-22,4,3
12089,-4,-24,-4,-2,-2,-19,40,-6,3
12150,0,12,2,3,11,11,-16,-1,3
12208,-86,-19,-3,2,4,1,36,-13,3
12266,31,13,2,11,16,-17,-24,-25,3
12324,-22,10,-2,-3,33,0,-23,-24,3
12383,-75,-15,-2,-6,-6,0,7,12,3
12445,41,18,4,-1,-1,-7,58,-61,3
12507,24,24,5,1,11,0,76,91,3
12568,60,3,-3,-4,-3,4,-27,-14,3
12627,37,0,-3,-6,-22,1,-7,-12,3
12690,28,1,-1,2,-5,-12,-17,0,3
12760,-30,46,-1,-9,-39,-35,-88,-77,3
12821,14,-1,-17,-13,-3,6,16,5,3
12880,4,-1,-16,-65,-46,-2,-3,6,3
12944,0,0,0,-15,-52,-25,-4,2,0
13005,1,-2,4,32,98,28,3,1,0
13067,-4,-2,-1,-7,-11,-1,-2,0,0
13125,0,-4,-9,12,-1,-2,1,0,0
13187,1,1,1,-1,7,-4,-1,0,0
13247,0,2,3,6,-1,-3,-1,-1,0
13312,-2,-2,-1,-4,-14,4,-1,-2,0
13368,0,-1,-2,-5,-6,-3,-1,-1,0
13423,-1,-1,1,7,35,2,0,-1,0
13484,1,-2,-2,1,8,2,0,0,0
13545,0,0,1,7,-26,-1,-2,-1,0
13607,-1,0,-1,2,5,-2,-2,0,0
13668,-2,-1,-1,1,-1,1,0,1,0
13727,-2,-1,-1,-6,-1,-3,-1,-5,0
13787,0,-1,-1,-8,3,1,-1,-1,0
13846,-2,-1,-1,-7,-19,-1,7,-1,0
13904,-1,-2,-3,-13,-20,-3,-1,-1,0
13966,-1,-1,-1,0,-7,-2,-5,-1,0
14025,-2,-2,-3,-3,-14,1,-1,-2,0
14086,0,-2,0,-1,7,0,-2,-1,0
14143,-1,0,2,5,3,1,2,1,0
