millis,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,gesture
10451,-1,-2,4,30,9,-2,2,1,4
10507,1,3,2,5,-12,6,4,1,4
10570,-1,1,0,32,8,-8,-3,-1,4
10638,-3,-11,-19,1,14,-4,-2,-3,4
10702,-1,-1,4,26,15,6,-3,-1,4
10769,-2,-2,3,-17,17,16,1,-1,4
10836,-2,-1,-4,-6,11,25,0,0,4
10902,0,-1,-8,-26,21,-19,-1,-1,4
10969,-2,-1,6,3,-15,-5,-2,-3,4
11038,-3,-3,-1,-1,15,10,5,-1,0
11096,0,0,9,0,2,-8,-3,-3,0
11158,-1,0,1,3,3,1,0,0,0
11217,0,-1,-1,0,-3,-1,-4,-2,0
11279,-1,0,0,-1,-1,2,0,-2,0
11344,0,-2,0,0,-2,-2,0,1,0
11407,-2,-4,-2,-5,-4,1,-2,-1,0
11470,1,-2,-2,-1,-2,-1,0,1,0
11548,-1,-1,-3,1,-3,-4,-1,-1,0
11611,0,-2,-3,0,-1,-3,-2,-1,0
11676,-1,-2,-2,-2,-1,2,1,-1,0
11742,0,-1,0,-1,0,0,-2,-1,0
11799,0,-2,-1,0,-1,2,0,-1,0
11855,0,-2,-2,-1,-1,-1,0,1,0
11916,-1,-1,-1,-2,-3,-2,0,-1,0
11984,-1,-2,-2,-1,1,-2,0,-1,0
12058,0,-2,-3,-1,-5,0,-1,-1,0
