millis,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,gesture
8956,-1,-2,-3,3,17,-10,-1,1,4
9008,2,6,16,-7,-32,-1,-1,-1,4
9065,1,2,2,5,4,12,0,-3,4
9116,-3,-1,9,42,30,18,-2,-2,4
9171,1,2,10,28,42,-15,-7,0,4
9229,-3,-3,8,19,-64,6,1,-3,4
9286,-2,3,1,-22,-45,-25,-10,-3,4
9342,-1,-4,-3,1,-6,25,2,1,4
9394,-1,1,3,-10,5,14,0,1,4
9449,-6,-8,-13,-24,-28,-5,-1,-2,4
9503,0,-1,6,9,42,22,4,2,4
9560,0,0,10,11,-7,20,2,0,4
9616,7,8,6,7,-1,-3,-3,-4,4
9670,2,-2,4,6,4,-19,2,4,4
9721,-1,-2,0,6,-9,-3,3,1,4
9777,2,0,3,9,-1,5,-1,2,4
9831,2,-2,-1,3,-2,0,-1,-1,4
9884,0,-3,-2,2,0,-1,-2,-1,0
9936,0,1,0,-1,-3,2,-1,-3,0
9988,-1,-2,0,0,0,1,-2,0,0
10039,-5,-2,0,-2,-4,-1,0,-1,0
10092,-1,1,-2,0,-1,-2,-2,-2,0
10143,0,0,-2,-2,0,0,-1,-2,0
10196,2,-3,-4,0,-2,-1,0,0,0
10247,-1,-4,-3,-2,-2,-2,-2,-1,0
10299,-2,-1,0,0,-1,0,-1,1,0
10350,-2,1,0,-1,-4,-1,-1,-1,0
10402,0,-2,-2,-1,1,0,0,-1,0
10454,0,-1,1,0,-1,-1,-2,0,0
10508,0,-1,-1,-3,-2,-2,-1,2,0
10559,0,0,-2,-1,2,1,-1,-1,0
10610,-3,-2,-3,-3,-9,-4,-3,-1,0
10662,-2,0,2,1,0,-1,-3,0,0
10713,0,-4,-3,0,-3,-2,-2,-1,0
10768,-1,0,1,-2,1,-2,-1,0,0
10821,0,0,-1,-1,-1,1,0,-3,0
10876,-2,-3,-1,-1,1,0,-1,-2,0
10930,-2,-2,-2,-4,0,0,-1,1,0
10982,-1,2,-2,-1,-1,1,-1,0,0
11033,0,-2,-3,-2,-1,1,-2,-1,0
11084,0,5,-3,-1,-2,-1,-1,-3,0
11141,0,-9,-11,-3,1,-1,2,-2,0
11196,-2,0,1,-2,-1,0,-2,-1,0
11253,0,2,4,0,1,1,-4,0,0
11304,-1,-1,1,-2,-1,-1,1,0,0
11355,-5,-2,-7,-3,-3,-1,-3,-2,0
11408,-1,-7,-3,-4,-3,-1,-1,-2,0
11463,0,-2,3,1,1,2,0,-1,0
11513,1,0,3,-2,1,-2,-3,-1,0
11565,-2,-3,-2,0,-2,-3,-2,-2,0
11616,-1,0,-3,1,-1,0,0,-1,0
11671,1,-4,-5,2,0,-2,-1,1,0
11725,0,1,4,1,1,1,-1,-1,0
11777,-1,5,2,2,0,0,-1,0,0
11832,-1,1,2,0,0,0,-1,-3,0
11888,0,-2,0,-2,-3,0,-1,0,0
11943,-3,-5,-3,-1,-2,-1,-2,-2,0
11995,-2,-2,-2,-7,-1,0,-1,-1,0
12046,-2,-2,-3,-2,-1,0,-1,-1,0
12097,-1,-1,0,-1,2,-2,-1,0,0
12149,-2,-2,-3,-1,-1,0,-1,-2,0
12200,0,0,-2,-1,0,-1,0,-2,0
