millis,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,gesture
7793,43,5,-7,-2,15,11,-14,13,3
7857,-100,-1,3,2,12,13,15,14,3
7920,3,-4,-2,-1,1,-1,14,-37,3
7987,3,5,3,-3,-6,-5,1,11,3
8052,5,1,0,-1,1,0,-4,-3,3
8118,-18,-6,-2,-4,-10,-10,-49,-12,3
8181,21,11,4,4,10,7,45,15,3
8239,1,-2,-3,-4,-6,-2,9,25,3
8296,52,4,3,2,14,10,-4,6,3
8359,-3,3,4,4,6,5,22,13,3
8431,9,0,-1,-2,4,5,1,-5,3
8508,-14,3,-2,-3,-12,0,-2,1,3
8604,15,6,-1,-1,10,7,-2,18,3
8659,-2,2,1,-1,2,-2,-1,3,3
8724,1,2,1,-3,2,0,-6,-10,3
8796,2,5,8,46,94,68,6,3,3
8871,-2,-1,-3,10,14,-17,-1,-3,0
8929,0,-1,0,-6,2,6,-1,-2,0
8989,-1,-2,-3,-13,-22,-3,-5,-1,0
9045,0,0,2,-1,-5,5,1,2,0
9103,-2,-1,-2,-5,-16,0,15,0,0
9164,-1,1,1,0,-1,0,-10,1,0
9229,-2,-2,-1,-2,3,-2,-9,-1,0
9294,1,-3,-2,-2,-8,0,15,7,0
9360,-15,-2,-3,-1,-2,-2,-10,-12,0
9425,-4,-2,2,-1,-1,0,-15,6,0
9490,29,1,-1,1,0,-5,-2,22,0
9562,27,-12,1,3,8,1,4,-12,0
9645,-30,-15,-1,-3,-11,-1,-42,-29,0
9699,105,18,9,7,0,-3,7,2,0
9759,73,6,3,-2,-7,-12,-86,-54,3
9835,-58,46,10,2,5,4,40,11,3
9917,-27,-19,-7,-2,4,-1,-9,-37,3
9983,24,14,2,3,-3,-2,-30,48,3
10047,67,-5,0,0,-2,4,-15,-7,3
10110,-18,-2,-2,3,8,-5,7,7,3
10175,55,-17,-1,0,-7,4,40,9,3
10241,-20,-12,-1,-5,-21,4,-1,-9,3
10305,3,-10,-3,0,1,-1,4,9,3
10365,-26,0,0,-4,0,14,22,27,3
10427,49,9,1,0,-3,6,84,19,3
10488,15,7,-2,-1,2,-5,-33,0,3
10554,43,0,-1,-5,4,4,1,-9,3
10628,-51,-2,-1,-1,7,9,-25,0,3
10715,-22,-10,2,7,17,3,-9,6,3
10773,9,-14,-5,-3,0,1,-1,3,3
10835,-68,-13,1,-4,-3,8,4,-7,3
10900,5,1,-4,1,-3,-1,1,3,3
10962,-3,-3,-5,1,7,20,0,-1,0
11029,7,5,2,17,-37,35,8,6,0
11088,-2,-3,-6,-19,19,1,-2,-1,0
11147,1,0,-1,5,16,-3,1,1,0
11224,-2,-1,-3,-7,-17,-2,-1,-2,0
11304,0,2,0,2,2,0,0,-1,0
11368,0,-1,0,0,-1,-1,-2,-4,0
11433,0,0,0,-1,-3,-2,-1,0,0
11498,0,-1,-1,1,1,0,1,-3,0
11563,-1,-2,-2,-2,0,-2,-2,-2,0
11628,-1,-1,0,-2,-1,-1,-1,0,0
11693,-2,-2,0,-2,1,0,0,0,0
11747,-1,-2,-2,-2,2,1,2,-2,0
11805,0,-1,-1,0,13,3,2,-2,0
11861,-2,-2,-2,-1,-3,-3,-4,1,0
11935,1,1,3,2,19,1,1,-1,0
12014,0,-2
