millis,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,gesture
8460,6,-3,-6,-11,-14,3,-12,5,2
8514,-12,-3,-1,30,-9,-16,16,-27,2
8570,0,6,10,94,118,11,4,-2,2
8622,-5,-6,-11,-21,24,3,-9,-9,2
8677,-2,-2,-4,-1,-7,-4,3,0,2
8730,2,4,12,3,-1,0,-2,4,2
8781,-4,-1,-2,7,0,0,0,1,0
8833,1,-1,-1,0,0,-1,0,2,0
8884,0,0,-2,0,0,0,-1,0,0
8936,-3,-2,-1,-3,-2,-1,-1,-3,0
8987,-1,-1,-1,-2,1,0,0,-1,0
9041,-3,-2,0,-1,0,-1,-1,-2,0
9092,-1,-1,-1,-1,-3,1,-1,0,0
9143,-1,-1,-1,-2,-1,0,-3,-1,0
9194,-2,0,-2,-1,-2,-2,-1,0,0
9250,-1,-1,-1,-1,0,0,-2,0,0
9302,-1,-1,0,-1,-1,-1,-1,-1,0
9353,0,-1,-1,1,0,-2,-1,0,0
9418,0,-2,0,1,-1,0,0,-2,0
9471,0,1,0,0,-1,1,0,-2,0
9529,-2,-1,-1,-3,-6,-2,-1,0,0
9581,-1,-1,-2,-2,-1,-2,-3,-2,0
9632,1,0,-2,-5,1,0,0,-3,0
9688,0,0,0,-1,-7,-1,0,0,0
9746,-1,-2,-1,0,6,-1,-2,-3,0
