0,7.77673
0.2,8.57933
0.4,6.77526
0.6,7.01738
0.8,7.33682
1,6.52367
1.2,6.5915
1.4,6.78879
1.6,6.27037
1.8,5.92262
2,5.78415
2.2,6.05303
2.4,6.03962
2.6,6.05488
2.8,5.82258
3,5.95732
3.2,6.07032
3.4,6.16663
3.6,6.17466
3.8,6.32763
4,6.0941
4.2,5.96427
4.4,5.76035
4.6,5.5729
4.8,5.58383
5,5.38868
5.2,5.30862
5.4,5.40908
5.6,5.49664
5.8,5.57193
6,5.65864
6.2,5.72216
6.4,5.77538
6.6,5.79008
6.8,5.7506
7,5.80846
7.2,5.66592
7.4,5.53565
7.6,5.54134
7.8,5.60378
8,5.60359
8.2,5.66729
8.4,5.64987
8.6,5.62899
8.8,5.71314
9,5.67156
9.2,5.61642
9.4,5.55398
9.6,5.60963
9.8,5.62908
10,5.59367
