0,34.2549125576
0.02,33.6022351911
0.04,33.6022351911
0.06,33.6022351911
0.08,33.6022351911
0.1,34.2549125576
0.12,33.5106776018
0.14,33.4195320062
0.16,33.5106776018
0.18,34.2549125576
0.2,34.2549125576
0.22,33.8794080457
0.24,33.9726418628
0.26,34.7341069185
0.28,34.3498690598
0.3,34.3498690598
0.32,34.3498690598
0.34,34.0663019295
0.36,34.3498690598
0.38,34.8312847551
0.4,34.928916205
0.42,33.8794080457
0.44,35.3240422582
0.46,36.5554030512
0.48,36.5554030512
0.5,36.6612584921
0.52,36.5554030512
0.54,36.345224599
0.56,36.4500596556
0.58,36.7676297209
0.6,37.3073562534
0.62,37.198348653
0.64,37.4169028802
0.66,36.9819346952
0.68,36.9819346952
0.7,36.8745205166
0.72,36.9819346952
0.74,36.9819346952
0.76,37.198348653
0.78,37.4169028802
0.8,37.5269925412
0.82,37.7488171979
0.84,37.7488171979
0.86,38.0857294579
0.88,38.199163759
0.9,37.6376292843
0.92,38.6586669353
0.94,38.4277534045
0.96,38.6586669353
0.98,38.8919399699
1,38.7750062601
1.02,38.8919399699
1.04,39.0094726315
1.06,39.0094726315
1.08,39.4856857863
1.1,38.8919399699
1.12,39.1276088586
1.14,39.1276088586
1.16,39.1276088586
1.18,38.8919399699
1.2,38.8919399699
1.22,39.6062833717
1.24,40.8475910682
1.26,40.5940678159
1.28,40.8475910682
1.3,40.3432170189
1.32,39.8493655278
1.34,39.7275083162
1.36,39.971859966
1.38,39.971859966
1.4,40.720492723
1.42,41.1038297112
1.44,41.1038297112
1.46,41.7565963294
1.48,41.3628276053
1.5,41.1038297112
1.52,41.3628276053
1.54,41.7565963294
1.56,42.4273226826
1.58,41.4933752367
1.6,41.8892813612
1.62,43.1167603054
1.64,42.9773384006
1.66,43.5397327585
1.68,43.3979508823
1.7,44.2607788803
1.72,45.305512576
1.74,45.1536652333
1.76,45.4582467192
1.78,46.712999192
1.8,47.1991466344
1.82,48.1983284566
1.84,48.5396264821
1.86,48.8851713413
1.88,48.8851713413
1.9,50.1291920442
1.92,50.4948643162
1.94,52.5927912835
1.96,52.5927912835
1.98,54.00944512
2,54.4266591125
2.02,56.1541823512
2.04,56.1541823512
2.06,57.2841100528
2.08,57.2841100528
2.1,57.054901456
2.12,58.4552067009
2.14,57.5149649013
2.16,57.5149649013
2.18,57.5149649013
2.2,59.4232600142
2.22,60.168301935
2.24,60.4203773245
2.26,61.4478874683
2.28,61.1880848993
2.3,63.0492500954
2.32,63.0492500954
2.34,63.5998193748
2.36,62.239310965
2.38,64.1591118854
2.4,64.4420943964
2.42,64.7273365992
2.44,61.4478874683
2.46,61.1880848993
2.48,61.7096773501
2.5,64.1591118854
2.52,65.0148656686
2.54,66.188409609
2.56,66.7896423324
2.58,66.7896423324
2.6,66.7896423324
2.62,65.304709217
2.64,65.596895303
2.66,66.7896423324
2.68,66.7896423324
2.7,66.4877962606
2.72,66.7896423324
2.74,66.188409609
2.76,66.188409609
2.78,67.4008349634
2.8,68.02223706
2.82,66.7896423324
2.84,66.7896423324
2.86,67.4008349634
2.88,68.02223706
2.9,68.02223706
2.92,68.02223706
2.94,66.4877962606
2.96,66.188409609
2.98,65.8914524408
3,67.7102439068
3.02,67.4008349634
3.04,67.7102439068
3.06,66.7896423324
3.08,67.7102439068
3.1,66.4877962606
3.12,66.7896423324
3.14,66.7896423324
3.16,65.304709217
3.18,66.188409609
3.2,66.4877962606
3.22,66.7896423324
3.24,66.7896423324
3.26,66.4877962606
3.28,66.7896423324
3.3,66.7896423324
3.32,68.02223706
3.34,68.336846934
3.36,68.9740496388
3.38,73.3938898634
3.4,73.3938898634
3.42,75.23389401
3.44,74.8591858285
3.46,76.7676708883
3.48,76.7676708883
3.5,76.7676708883
3.52,77.1600967
3.54,76.7676708883
3.56,78.7672699769
3.58,79.5940972051
3.6,80.437021436
3.62,77.9560830148
3.64,81.2965173646
3.66,81.2965173646
3.68,81.7326331866
3.7,80.437021436
3.72,78.3597493304
3.74,77.9560830148
3.76,78.7672699769
3.78,77.1600967
3.8,75.6120483993
3.82,74.4878769594
3.84,73.3938898634
3.86,71.9801295866
3.88,72.6807391982
3.9,70.9520154189
3.92,68.9740496388
3.94,68.6541065877
3.96,69.9503239969
3.98,68.6541065877
4,68.9740496388
4.02,68.02223706
4.04,66.7896423324
4.06,66.4877962606
4.08,65.304709217
4.1,64.4420943964
4.12,65.596895303
4.14,65.596895303
4.16,65.596895303
4.18,66.7896423324
4.2,65.596895303
4.22,65.304709217
4.24,65.596895303
4.26,63.5998193748
4.28,64.1591118854
4.3,64.1591118854
4.32,63.87836232
4.34,65.596895303
4.36,66.4877962606
4.38,66.7896423324
4.4,66.7896423324
4.42,68.9740496388
4.44,69.9503239969
4.46,69.9503239969
4.48,70.2813484243
4.5,69.6221232733
4.52,70.6152331537
4.54,70.9520154189
4.56,71.2917331025
4.58,74.1199213542
4.6,74.1199213542
4.62,73.7552737926
4.64,77.1600967
4.66,77.5562166061
4.68,77.1600967
4.7,77.1600967
4.72,76.7676708883
4.74,76.3788877361
4.76,76.7676708883
4.78,76.7676708883
4.8,78.3597493304
4.82,77.1600967
4.84,76.7676708883
4.86,77.1600967
4.88,78.7672699769
4.9,78.7672699769
4.92,80.0135179579
4.94,80.437021436
4.96,81.2965173646
4.98,79.5940972051
5,79.5940972051
5.02,80.0135179579
5.04,81.7326331866
5.06,80.0135179579
5.08,80.0135179579
5.1,80.437021436
5.12,82.1730785361
5.14,80.437021436
5.16,80.8646675441
5.18,81.2965173646
5.2,82.6179182066
5.22,85.3830333363
5.24,83.521046214
5.26,83.521046214
5.28,85.3830333363
5.3,85.3830333363
5.32,87.3232300872
5.34,87.8210800299
5.36,89.3466697698
5.38,93.1047345786
5.4,92.5500183623
5.42,92.5500183623
5.44,93.1047345786
5.46,96.5673448278
5.48,95.9737035731
5.5,96.5673448278
5.52,98.3900593132
5.54,96.5673448278
5.56,95.9737035731
5.58,97.1678704295
5.6,96.5673448278
5.62,97.7754008314
5.64,97.7754008314
5.66,97.1678704295
5.68,98.3900593132
5.7,101.574796329
5.72,97.7754008314
5.74,99.0119720645
5.76,99.0119720645
5.78,96.5673448278
5.8,100.278080205
5.82,100.922543316
5.84,95.3868289583
5.86,97.7754008314
5.88,97.7754008314
5.9,98.3900593132
5.92,96.5673448278
5.94,95.9737035731
5.96,95.3868289583
5.98,96.5673448278
6,101.574796329
6.02,99.6412682713
6.04,97.7754008314
6.06,98.3900593132
6.08,97.7754008314
6.1,95.3868289583
6.12,95.9737035731
6.14,95.9737035731
6.16,95.9737035731
6.18,93.1047345786
6.2,97.7754008314
6.22,99.0119720645
6.24,96.5673448278
6.26,96.5673448278
6.28,97.7754008314
6.3,97.7754008314
6.32,97.7754008314
6.34,100.922543316
6.36,97.7754008314
6.38,98.3900593132
6.4,100.922543316
6.42,99.0119720645
6.44,100.278080205
6.46,101.574796329
6.48,104.264602175
6.5,105.660109379
6.52,106.37107291
6.54,105.660109379
6.56,100.922543316
6.58,103.579733257
6.6,102.903243932
6.62,103.579733257
6.64,106.37107291
6.66,106.37107291
